Name,Description,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Combined
Soft Top Hard Shoulder,"Eight years ago, Gavin artistic son of an Scots/Italian ice-cream dynasty, turned his back on Glasgow and moved south to London to make his name illustrating children's books. Now, frustrated and broke, his Uncle Sal appears with ...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,years ago gavin artistic son scots italian ice cream dynasty turn back glasgow move south london make name illustrate childrens book frustrate break uncle sal appear road movie inheritance business birthday party hitchhiker
The Girl in a Swing,"A London art broker goes to Copenhagen where he requires the services of a secretary fluent in Danish, English, and German. He falls deeply in love with the woman, despite the fact that he knows virtually nothing about her. She in...",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,london art broker go copenhagen require service secretary fluent danish english german fall deeply love woman despite fact know virtually nothing beach sex scene antique shop bare chested male swim pond
Lilli Marlene,"A French singer is captured by the Nazis, and made to broadcast for them.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,french singer capture nazis make broadcast world war character name title
Varázslat - A Queen Budapesten,"On 27th July 1986, British stadium rock band Queen broke new ground by playing for the first time in Hungary, a country which was still under a communist dictatorship behind the Iron Curtain.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,th july british stadium rock band queen break new grind play first time hungary country still communist dictatorship behind iron curtain rock music concert film independent film
"Vizi privati, pubbliche virtù","The setting is a Central European kingdom, near the turn of the century. Bored by his very proper wife, the youthful heir to the throne spends his time in amorous dalliances at a sprawling country estate. His wife departs at the a...",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,set central european kingdom near turn century bore proper wife youthful heir throne spend time amorous dalliances sprawl country estate wife depart female full frontal nudity female pubic hair hairy labia pubic hair erotica
Det tossede paradis,"The small windswept Danish island Trangö is home of the famous Trangö-eggs. Besides being bigger and whiter than all the others, these eggs light a fire under every woman's skirts.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,small windswept danish island trango home famous trango egg besides bigger whiter others egg light fire every womans skirt island priest moral small community female nudity
Byzantium,"Residents of a coastal town learn, with deathly consequences, the secret shared by the two mysterious women who have sought shelter at a local resort.",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,residents coastal town learn deathly consequences secret share mysterious women seek shelter local resort vampire female vampire play piano decapitation female shower
Il grande duello,A grizzled ex-sheriff helps a man framed for murder to confront the powerful trio of brothers who want him dead.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,grizzle ex sheriff help man frame murder confront powerful trio brothers want dead spaghetti western italo western eye patch housefly murder
Pollyanna,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,young girl come embitter town confront attitude determination see best life profanity disability character name title pollyanna character kiss
The Education of Sonny Carson,A gifted young man is caught up in gang life.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,gift young man catch gang life street gang gang warfare heroin addiction drug abuse poverty
The Comic,Story of a brilliant silent-film comic whose talent is overshadowed by his ego.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,story brilliant silent film comic whose talent overshadow ego funeral rise fall ego family relationships vaudeville
Backfire,"After a botched robbery escalates to homicide, a north Philly gun runner has to escape or outsmart the south Philly Italian mob as they close in for vengeance.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,botch robbery escalate homicide north philly gun runner escape outsmart south philly italian mob close vengeance gun botch robbery gun runner philadelphia mob mafia
Devil Girl from Mars,"An uptight, leather-clad female alien, armed with a ray gun and accompanied by a menacing robot, comes to Earth to collect Earth's men as breeding stock.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,uptight leather clothe female alien arm ray gun accompany menace robot come earth collect earth men breed stock psychotronic film robot sci fi eyeglasses low budget sci fi movie knock door
The Trouble with Boys and Girls,"A feud pitting the boys against the girls erupts in a small town with the arrival of older and seemingly wiser Liza. Tommy retreats from the conflict to be alone and play his old harmonica, attracting Liza's attention. They develo...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,feud pit boys girls erupt small town arrival older seemingly wiser liza tommy retreat conflict alone play old harmonica attract lizas attention develo small town secret friendship feud battle sex come age
Rosita,"JOHANNES lives together with his father, the middle-aged widower ULRIK in a small fishing town in the northern part of Denmark. They live a quiet routine life, each minding their separate jobs in the fishing industry. Ulrik misses...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,johannes live together father middle age widower ulrik small fish town northern part denmark live quiet routine life mind separate job fish industry ulrik miss male nudity
Children on Their Birthdays,"12 year old Lily Bobbit moves to Medda, Ala, and immediately makes an impression on the residents when she and her friends team up to outsmart a con man, the town is changed forever.",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,year old lily bobbit move medda ala immediately make impression residents friends team outsmart con man town change forever birthday deep south independent film open credit
Across the Bridge,"A wealthy businessman attempts to run to Mexico to escape capture for embezzlement. On the way, he switches identities for a visa but that only complicates matters.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,wealthy businessman attempt run mexico escape capture embezzlement way switch identities visa complicate matter motor vehicle car u car convertible buick
No Sex Please - We're British,"A mistaken address causes a newlywed couple's apartment to fill up with mail-order Swiss porn... right before a visit by the wife's father, a bank president who happens to be the husband's new employer. From the Broadway play.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mistake address cause newlywed couple apartment fill mail order swiss porn right visit wifes father bank president happen husband new employer broadway play pornography farce base play independent film
Jack the Giant Killer,"A giant beanstalk brings Jack to a land in the clouds filled with snarling, evil beasts. When the creatures make their way to the ground, Jack must figure out how to get back down before they destroy earth and everyone in it.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,giant beanstalk bring jack land cloud fill snarl evil beasts creatures make way grind jack must figure get back destroy earth everyone scene open credit aerial camera shoot cloud beanstalk giant
Travels with My Aunt,"At his mother's funeral, banker Henry meets his Aunt Augusta, an eccentric old woman who takes him on a wild adventure to rescue an old lover.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mother funeral banker henry meet aunt augusta eccentric old woman take wild adventure rescue old lover funeral butler train station manipulation con artist
A Walk with Love and Death,"In a story set during the Hundred Years War, a student who has abandoned his studies in Paris, pairs with a young noblewoman with whom he has fallen in love.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,story set hundred years war student abandon study paris pair young noblewoman fall love noblewoman student young love doom love tragedy
The Man Who Loved Cat Dancing,Western story about a defiant wife who leaves her husband to take up riding with outlaws.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,western story defiant wife leave husband take rid outlaw outlaw unlikely romance adulterous wife run abduction
Meet Danny Wilson,"Danny Wilson and partner Mike make a meager living singing in dives and hustling pool. One night they meet entertainer Joy Carroll, who gets them a job at racketeer Nick Driscoll's posh nightclub. But Nick wants a high price: half...",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,danny wilson partner mike make meager live sing dive hustle pool night meet entertainer joy carroll get job racketeer nick driscolls posh nightclub nick want high price half nightclub pool hall martini crooner scene open credit
The Big Lift,Experiences of two Air Force sergeants during the 1948 Berlin Airlift.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,experience air force sergeants berlin airlift west berlin west germany american abroad cold war era transport aircraft berlin tempelhof airport
Never Say Goodbye,"In 1945 Vienna, an American doctor marries an Austrian girl, who later disappears in the Soviet Control Zone during a visit there, forcing everyone to presume her dead.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,vienna american doctor marry austrian girl later disappear soviet control zone visit force everyone presume dead timeframe surgeon artist girl foreign language adaptation
Uptown Saturday Night,"At Madame Zenobia's illegal nightclub, when Steve Jackson and Wardell Franklin get robbed of their wallets containing a winning lottery ticket, they set out to recover it.",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,madame zenobias illegal nightclub steve jackson wardell franklin get rob wallets contain win lottery ticket set recover theft scene open credit title song lottery ticket husband wife relationship
The Corn Is Green,A schoolteacher becomes the mentor of a talented young miner and seeks to get him into a university.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,schoolteacher become mentor talented young miner seek get university spinster coal miner sing tea horse buggy
Madea's Family Reunion,"Just as Madea buries her sister, she must get ready for her granddaughter Lisa's wedding at the house: she must endure her neighbor Leroy Brown's nuttiness and having all her dysfunctional relatives staying in her home for the who...",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,madea bury sister must get ready granddaughter lisas wed house must endure neighbor leroy brown nuttiness dysfunctional relatives stay home actor play female role mabel madea simmons character woman play man african american protagonist
